NOME;CATEGORIA
ALIVBABY;ANTIMICOTICOS PARA USO TOPICO
ALIVDIP;ANALGESICOS NAO NARCOTICOS
ALIVDIP;ANALGESICOS NAO NARCOTICOS
ALIVIOL;RUBEFACIENTES
ALIVIUM;ANALGESICOS NAO NARCOTICOS
ALIVIUM;ANTINFLAMATORIOS ANTIREUMATICOS
ALIVIUM;ANALGESICOS NAO NARCOTICOS
ALIVPRESS;ANTI-HIPERTENSIVOS SIMPLES
ALKERAN;ANTINEOPLASICOS CITOTOXICOS
ALLEGRA;ANTI-HISTAMINICOS SISTEMICOS
ALLEGRA D;DESCONGESTIONANTES NASAIS SISTEMICOS
ALLENASAL;GLICOCORTICOIDES SISTEMICOS
ALLESTRA;ANTICONCEPCIONAIS
ALLESTRA;ANTICONCEPCIONAIS
ALLEXOFEDRIN;ANTI-HISTAMINICOS SISTEMICOS
ALLEXOFEDRIN D;ANTI-HISTAMINICOS SISTEMICOS
ALLEXOFEDRIN PEDI�TRICO;ANTI-HISTAM�NICOS PARA USO SIST�MICO
ALLOVITA;ANTIALOPECIA
ALLUNY;PROGESTAGENOS SIMPLES
ALLURENE;PROGESTAGENOS SIMPLES
ALOFF;ANTI-HISTAMINICOS SISTEMICOS
ALOFF XPE;ANTI-HISTAMINICOS SISTEMICOS
ALOIS;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
ALOIS;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
ALOIS DUO;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
ALOND;ANTICONVULSIVANTES
ALOPURINOL;ANTIGOTOSOS
ALOPURINOL;ANTIGOTOSOS
ALOPURINOL;ANTIGOTOSOS
ALOPURINOL;ANTIGOTOSOS
ALOXIDIL;ANTIALOPECIA
ALOZEX;ANTIALOPECIA
ALPES;ANTIDEPRESSIVOS
ALPHABRIN;ANTIGLAUCOMATOSOS
ALPHACAINE;ANESTESICOS LOCAIS
ALPHAGAN;ANTIGLAUCOMATOSOS
ALPHALIV;ANSIOLITICOS SIMPLES
ALPHANATE;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA
ALPHANINE;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA
ALPHANINE SD;OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS
ALPRAZOLAM;ANSIOLITICOS SIMPLES
ALPRAZOLAM;ANSIOLITICOS SIMPLES
ALPRAZOLAM;ANSIOLITICOS SIMPLES
ALPRAZOLAM;ANSIOLITICOS SIMPLES
ALPRAZOLAM;ANSIOLITICOS SIMPLES
ALPRAZOLAM;ANSIOLITICOS SIMPLES
ALPRAZOLAM;ANSIOLITICOS SIMPLES
ALPRAZOLAM;ANSIOLITICOS SIMPLES
ALPRAZOLAM;ANSIOLITICOS SIMPLES
ALPRAZOLAM;ANSIOLITICOS SIMPLES
ALPRAZOLAM;ANSIOLITICOS SIMPLES
ALPROXY;VASODILATADORES
ALREX;ANTINFLAMATORIOS
ALTAD;VITAMINAS
ALTAD CAPS;VITAMINA D E AN�LOGOS
ALTIVA;ANTI-HISTAMINICOS SISTEMICOS
ALTVEN;ANTIDEPRESSIVOS
ALUDOR;ANALGESICOS NAO NARCOTICOS
ALURAX;PROGESTAGENOS SIMPLES
ALZ;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
ALZYNAMIN;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
AMAGLYN;ANTIDIABETICOS
AMARYL;ANTIDIABETICOS
AMATO;ANTICONVULSIVANTES
AMBISOME;ANTI-FUNGICOS
AMBROFLUX;EXPECTORANTES BALSAMICOS E MUCOLITICO
AMBROL;EXPECTORANTES BALSAMICOS E MUCOLITICO
AMBROXMEL;EXPECTORANTES BALSAMICOS E MUCOLITICO
AMELOVAS;ANTI-HIPERTENSIVOS
AMENIFLAC;ANALGESICOS
AMGEVITA;ANTINFLAMATORIOS ANTIREUMATICOS
AMICORED;VITAMINAS E SUPLEMENTOS MINERAIS
AMICOZOL;ANTIMICOTICO
AMIDALIN;PRODUTOS PARA OROFARINGE
AMINOFILINA;BRONCODILATADORES
AMINOFILINA;BRONCODILATADORES
AMINOFILINA;BRONCODILATADORES
AMINOFILINA;BRONCODILATADORES
AMINOFILINA;BRONCODILATADORES
AMINOFILINA;BRONCODILATADORES
AMINOFILINA;BRONCODILATADORES
AMINOLEX;BRONCODILATADORES
AMINOSTERIL N-HEPA 8%;NUTRIENTES PARENTERAIS
AMINOVEN;NUTRIENTES PARENTERAIS
AMINOVEN 10% INFANT;NUTRIENTES PARENTERAIS
AMIOBAL;ANTIARRITMICOS
AMIORON;ANTIARRITMICOS
AMITIZA;OUTROS LAXANTES
AMIXAL;NUTRIENTES PARENTERAIS
AMLODIL;ANTI-HIPERTENSIVOS
AMLOTESS;ANTI-HIPERTENSIVOS SIMPLES
AMLOVASC;ANTI-HIPERTENSIVOS
AMOME;PRODUTOS PARA TERAPIA NASAL DE ACAO ESPECIFICA
AMORA;ANTICONCEPCIONAIS
AMOX-EMS;PENICILINA DE AMPLO ESPECTRO
AMOX-EMS;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;ANTIBIOTICOS SISTEMICOS SIMPLES
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;ANTIBIOTICOS SISTEMICOS SIMPLES
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;ANTIBIOTICOS SISTEMICOS SIMPLES
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA + CLAVULANATO DE POTASSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POTASSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA S�DICA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA TRI-HIDRATADA;ANTIBIOTICOS SISTEMICOS SIMPLES
AMOXICILINA TRI-HIDRATADA;ANTIBIOTICOS SISTEMICOS SIMPLES
AMOXICILINA TRIHIDRATADA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA TRIIDRATADA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA TRIIDRATADA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA TRIIDRATADA;PENICILINA DE AMPLO ESPECTRO
AMOXICILINA TRIIDRATADA + CLAVULANATO DE POT�SSIO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMOXICILINA+CLAVULANATO DE POTASSIO;ANTIBIOTICOS SISTEM -ASSOC  MEDIC  ENTRE ANTINFEC
AMOXIMED;PENICILINA DE AMPLO ESPECTRO
AMPICILAB;PENICILINA DE AMPLO ESPECTRO
AMPICILINA;PENICILINA DE AMPLO ESPECTRO
AMPICILINA;PENICILINA DE AMPLO ESPECTRO
AMPICILINA;PENICILINA DE AMPLO ESPECTRO
AMPICILINA;PENICILINA DE AMPLO ESPECTRO
AMPICILINA;ANTIBIOTICOS SISTEMICOS SIMPLES
AMPICILINA;PENICILINA DE AMPLO ESPECTRO
AMPICILINA BENZATINA+AMPICILIN;PENICILINA DE AMPLO ESPECTRO
AMPICILINA S�DICA;PENICILINA DE AMPLO ESPECTRO
AMPICILINA S�DICA;PENICILINA DE AMPLO ESPECTRO
AMPICILINA S�DICA + SULBACTAM S�DICA;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMPICILINA S�DICA + SULBACTAM S�DICA;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMPICILINA S�DICA + SULBACTAM S�DICO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMPICILINA S�DICA + SULBACTAM S�DICO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
AMPIFAR;PENICILINA DE AMPLO ESPECTRO
AMPLACILINA;PENICILINA DE AMPLO ESPECTRO
AMPLATIL;ANTINFECCIOSOS
AMPLICTIL;NEUROLEPTICOS
AMPLIUM G;PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS
AMPLOGIN;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
AMPLOSPEC;CEFALOSPORINAS
AMPRAX;ANTI-HIPERTENSIVOS
AMYTRIL;ANTIDEPRESSIVOS
AMYTRIL;ANTIDEPRESSIVOS
ANA - FLEX;RELAXANTES MUSCULARES CENTRAIS-ASSOCIACOES MEDICAMENTOSAS
ANADOR;ANALGESICOS NAO NARCOTICOS
ANAFRANIL;ANTIDEPRESSIVOS
ANANGOR;ANALGESICOS NARCOTICOS
ANASTROL;ANTINEOPLASICO
ANASTROLIBBS;ANTINEOPLASICO
ANASTROZOL;ANTINEOPLASICO
ANASTROZOL;AGENTES ANTINEOPL�SICOS
ANASTROZOL;ANTINEOPLASICO
ANASTROZOL;ANTINEOPLASICO
ANASTROZOL;ANTINEOPLASICO
ANASTROZOL;ANTINEOPLASICO
ANCLORIC;ASSOCIACAO DE FARMACOS COM ACAO DIURETICA
ANCORON;ANTIARRITMICOS
ANCORON;ANTIARRITMICOS
ANDANTOL;ANTIALERGICOS
ANDES;ANTIDEPRESSIVOS
ANDHORA;ANTIDEPRESSIVOS + OUTROS ANTIDEPRESSIVOS
ANDOLBA;ANESTESICOS LOCAIS
ANDRIODERMOL;ANTIMICOTICOS PARA USO TOPICO
ANDROCORTIL;GLICOCORTICOIDES SISTEMICOS
ANDROCUR;PROGESTAGENOS SIMPLES
ANDROFLOXIN;ANTIBIOTICOS SISTEMICOS SIMPLES
ANDROGEL;HORMONIOS SEXUAIS EXCLUSIVE OCITOCICOS
ANDROSTEN;ANDROGENOS SIMPLES + FITOTERAPICO SIMPLES
ANEMIFER;ANTIANEMICOS SIMPLES
ANESEVO;ANESTESICOS GERAIS VOLATEIS E GASOSOS
ANESFENT;ANALGESICOS NARCOTICOS
ANESTALCON;ANESTESICOS LOCAIS
ANEST�SICO OCULUM;ANESTESICOS LOCAIS
ANESYN;ANESTESICOS LOCAIS
ANFORICIN B;ANTIBIOTICOS SISTEMICOS SIMPLES
ANFUGINE;PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS
ANFUGITARIN;ANTIMICOTICOS PARA USO TOPICO
ANGELIQ;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS
ANGIN HEEL SD;MEDICAMENTOS DINAMIZADOS COMPOSTOS
ANGINO RUB;PRODUTOS PARA OROFARINGE
ANGIOPRIL;ANTI-HIPERTENSIVOS
ANGIOTENSIL HCT;ANTI-HIPERTENSIVOS
ANGIPRESS;BETABLOQUEADORES SIMPLES
ANGIPRESS CD;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ANIDULAFUNGINA;ANTI-FUNGICOS
ANLO;ANTI-HIPERTENSIVOS SIMPLES
ANLUSBED;ANTI-HIPERTENSIVOS SIMPLES
ANNITA;ANTIPARASITARIOS
ANORO ELLIPTA;BRONCODILATADORES
ANSENTRON;ANTIEMETICOS E ANTINAUSEANTES
ANSIODORON;MEDICAMENTOS DINAMIZADOS COMPOSTOS
ANSIOLEX;ANSIOLITICOS SIMPLES
ANSIRAX;ANSIOLITICOS SIMPLES
ANSITEC;ANSIOLITICOS SIMPLES
ANSIVAL;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES
ANTARA;ANTICONVULSIVANTES
ANTIBREX;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO
ANTIDIN;ANTIULCEROSOS
ANTIMAIS S�PTICO;ANTISSEPTICO
ANTITROMBINA HUMANA;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA
ANTIVIRAX;ANTIVIROTICOS
ANTROFI;ESTROGENOS SIMPLES
ANTUX;ANTITUSSIGENOS SIMPLES
ANULOV;
ANYA;ANTINEOPLASICO
AORTT;ANTI-HIPERTENSIVOS SIMPLES
APAXY;FITOTERAPICO SIMPLES
APECIBINE;ANTINEOPLASICOS CITOTOXICOS
APETIVAN BC;ESTIMULANTES DO APETITE
APETIVITON BC;ESTIMULANTES DO APETITE
APEVITIN BC;ESTIMULANTES DO APETITE
�PICE;ANTICONVULSIVANTES
APIDRA;ANTIDIABETICOS
APIGUACO;EXPECTORANTES + FITOTERAPICO SIMPLES
APIXABANA;ANTICOAGULANTES
APLAUSE;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA
APRACUR;ANALGESICOS
APRACUR DUO;PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE
APRAZ;ANSIOLITICOS SIMPLES
APRESOLINA;ANTI-HIPERTENSIVOS SIMPLES
APROLAN;ANTIPSICOTICOS
APROVEL;ANTI-HIPERTENSIVOS SIMPLES
APROZIDE;ANTI-HIPERTENSIVOS
ARACELI;ANTICONCEPCIONAIS
ARACOR;ANTI-HIPERTENSIVOS SIMPLES
ARACOR ANLO;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ARACOR HCT;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ARADOIS;ANTI-HIPERTENSIVOS SIMPLES
ARADOIS H;ANTI-HIPERTENSIVOS
ARAMIN;HIPERTENSOR
ARANESP;ANTIANEMICOS
ARARTAN;ANTI-HIPERTENSIVOS
ARASID;ANTICONVULSIVANTES
ARAVA;ANTINFLAMATORIOS ANTIREUMATICOS
ARAZABI;ANTINEOPLASICO
ARCALION;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
ARCHEUS;ANSIOLITICOS-ASSOCIACOES MEDICAMENTOSAS + MEDICAMENTOS DINAMIZADOS COMPOSTOS
ARCOXIA;ANTINFLAMATORIOS ANTIREUMATICOS
AREBLAZ;BETABLOQUEADORES SIMPLES
AREMAZ;EXPECTORANTES + FITOTERAPICO SIMPLES
ARFLEX RETARD;ANTINFLAMATORIOS
ARGEVIT C;VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS
ARGIX;SUPLEMENTOS DIETETICOS PROTEICOS
�RIA;ANTIASMATICOS
ARICILINA;PENICILINA G E DERIVADOS (BENZILPENICILINAS)
ARIFENICOL;CLORANFENICOL E ANALOGOS
ARIMIDEX;ANTINEOPLASICO
ARIPIPRAZOL;ANTIPSICOTICOS
ARIPIPRAZOL;ANTIPSICOTICOS
ARIPIPRAZOL;ANTIPSICOTICOS
ARIPIPRAZOL;ANTIPSICOTICOS
ARIPIPRAZOL;ANTIPSICOTICOS
ARIPIPRAZOL;ANTIPSICOTICOS
ARISCORTEN;GLICOCORTICOIDES SISTEMICOS
ARISTAB;ANTIPSICOTICOS
ARISTAB;ANTIPSICOTICOS
ARISTOPRAMIDA;ANTIEMETICOS E ANTINAUSEANTES
ARIXTRA;ANTITROMBOTICO
ARLIVRY;EXPECTORANTES SIMPLES + FITOTERAPICO SIMPLES
ARNICA DO MATO EC;FITOTERAPICO SIMPLES
ARNICA GEL;ANTINFLAMATORIOS + FITOTERAPICO SIMPLES
ARNICA MONTANA ADV;ANTI-FLOGISTICO E ANTI-PRURIGINOSO
ARNICA PR�P�S;MEDICAMENTOS DINAMIZADOS COMPOSTOS
ARNICA WELEDA;MEDICAMENTOS DINAMIZADOS DE COMPONENTE �NICO
ARODAP;ANTIASMATICOS
AROMASIN;ANTINEOPLASICO
AROPAX;ANTIDEPRESSIVOS
ARPADOL;ANTINFLAMATORIOS ANTIREUMATICOS + FITOTERAPICO SIMPLES
ARPAFITO;
ARPATABS;ANTIINFLAMAT�RIOS E ANTIREUM�TICOS
ARPEJO;ANTIPSICOTICOS
ARPYNFLAN;ANTINFLAMATORIOS ANTIREUMATICOS
ARTANE;ANTIPARKINSONIANOS
ARTELAC;MEDICAMENTOS COM ACAO NO APARELHO VISUAL
ARTEMIDIS 35;ANTICONCEPCIONAIS
ARTEROX;ANTI-HIPERTENSIVOS SIMPLES
ARTESUNATO +  MEFLOQUINA FARMANGUINHOS;ANTIMALARICOS
ARTICAINE;ANESTESICOS LOCAIS
�RTICO;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
�RTICO CAPS;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
ARTISAL;UNGUENTOS PERCUTANEOS E INALANTES
ARTISS;PRODUTOS PARA USO EM CIRURGIA
ARTOGLICO;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
ARTRINID;ANTINFLAMATORIOS ANTIREUMATICOS + CETOPROFENO
ARTRINON;ANTINFLAMATORIOS ANTIREUMATICOS + FITOTERAPICO SIMPLES
ARTRITEC;ANTINFLAMATORIOS ANTIREUMATICOS
ARTRODAR;ANTINFLAMATORIOS ANTIREUMATICOS
ARTROFLAN;AGENTES ANTIINFLAMAT�RIOS/ANTIREUM�TICOS EM ASSOCIA��O
ARTROLIVE;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
ARTROSIL;ANTINFLAMATORIOS ANTIREUMATICOS
ARULATAN;PROSTAGLANDINAS
ASEA;ANTI-HIPERTENSIVOS
ASEA HCT;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ASMAFIN;BRONCODILATADORES
ASMANON;ANTIASMATICOS
AS-MED;ANALGESICOS NAO NARCOTICOS
ASMOFEN;ANTIASMATICOS
ASPARGIL C;VITAMINAS
ASPIRINA;ANALGESICOS NAO NARCOTICOS
ASPIRINA C EFERVESCENTE;ANALGESICOS NAO NARCOTICOS
ASPIRINA PREVENT;ANTIAGREGANTE PLAQUETARIO
ASSERT;ANTIDEPRESSIVOS
ASTRO;ANTIBIOTICOS SISTEMICOS SIMPLES
ASTRO;ANTIBIOTICOS SISTEMICOS SIMPLES
ASTRO IV;ANTIBIOTICOS SISTEMICOS SIMPLES
ATACAND;ANTI-HIPERTENSIVOS SIMPLES
ATACAND COMB;ANTI-HIPERTENSIVOS SIMPLES
ATACAND HCT;ANTI-HIPERTENSIVOS
ATAK;PENICILINA DE AMPLO ESPECTRO
ATAK CLAV;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
ATAK CLAV;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
ATELIDONA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ATELOP;ANTI-HIPERTENSIVOS SIMPLES
ATENEUM;BETABLOQUEADORES SIMPLES
ATENOBAL;ANTI-HIPERTENSIVOS
ATENOCLOR;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ATENOLAB;BETABLOQUEADORES SIMPLES
ATENOLOL;BETABLOQUEADORES SIMPLES
ATENOLOL;BETABLOQUEADORES SIMPLES
ATENOLOL;BETABLOQUEADORES SIMPLES
ATENOLOL;ANTI-HIPERTENSIVOS
ATENOLOL;BETABLOQUEADORES SIMPLES
ATENOLOL;ANTI-HIPERTENSIVOS SIMPLES
ATENOLOL;BETABLOQUEADORES SIMPLES
ATENOLOL;BETABLOQUEADORES SIMPLES
ATENOLOL;BETABLOQUEADORES SIMPLES
ATENOLOL;BETABLOQUEADORES SIMPLES
ATENOLOL;BETABLOQUEADORES SIMPLES
ATENOLOL;BETABLOQUEADORES SIMPLES
ATENOLOL;BETABLOQUEADORES SIMPLES
ATENOLOL;BETABLOQUEADORES SIMPLES
ATENOLOL;BETABLOQUEADORES SIMPLES
ATENOLOL;BETABLOQUEADORES SIMPLES
ATENOLOL;BETABLOQUEADORES SIMPLES
ATENOLOL + CLORTALIDONA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ATENOLOL + CLORTALIDONA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ATENOLOL + CLORTALIDONA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ATENOLOL + CLORTALIDONA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ATENOLOL + CLORTALIDONA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ATENOLOL + CLORTALIDONA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ATENOLOL + CLORTALIDONA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ATENOLOL + CLORTALIDONA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ATENOLOL + CLORTALIDONA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ATENOLOL + CLORTALIDONA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ATENOPRESS;ANTI-HIPERTENSIVOS SIMPLES
ATENORESE;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
ATENSINA;ANTI-HIPERTENSIVOS SIMPLES
ATEPRESS;BETABLOQUEADORES SIMPLES
ATEROGREL;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR
ATEROMA;ANTILIPEMICOS
ATESTO;ANDROGENOS SIMPLES
ATIP;ANTIPSICOTICOS
ATIP XR;ANTIPSICOTICOS
ATLANSIL;ANTIARRITMICOS
ATOBACH;AGENTES ANTINEOPL�SICOS E IMUNOMODULADORES
ATORLESS;ANTILIPEMICOS
ATORVASTATINA CALCICA;ANTILIPEMICOS
ATORVASTATINA CALCICA;ANTILIPEMICOS
ATORVASTATINA CALCICA;ANTILIPEMICOS
ATORVASTATINA C�LCICA;ANTILIPEMICOS
ATORVASTATINA C�LCICA;ANTILIPEMICOS
ATORVASTATINA C�LCICA;ANTILIPEMICOS
ATORVASTATINA C�LCICA;ANTILIPEMICOS
ATORVASTATINA C�LCICA;ANTILIPEMICOS
ATORVASTATINA C�LCICA;ANTILIPEMICOS
ATORVASTATINA C�LCICA;ANTILIPEMICOS
ATORVASTATINA C�LCICA;ANTILIPEMICOS
ATORVASTATINA C�LCICA;ANTILIPEMICOS
ATORVASTATINA C�LCICA;ANTILIPEMICOS
ATORVASTATINA C�LCICA;ANTILIPEMICOS
ATORVASTATINA C�LCICA;ANTILIPEMICOS
ATORVASTATINA C�LCICA;ANTILIPEMICOS
